Name,Address,Phone,Website,Rating,Pricing,Description,Tags,Images,Latitude,Longitude
 Buchanan's Chop House and Whisky Bar,"738 3 Ave SW, Calgary, AB T2P 0G7",(403) 261-4646,https://www.opentable.ca/r/buchanans-chop-house-and-whisky-bar-calgary?corrid=c308e5e0-5ec9-49f5-8b59-3d1e34649c06&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,5,0.75,I always appreciate the service at Buchanan's and the food is delicious!,"Steakhouse,Calgary","['https://s2.qwant.com/thumbr/400x400/d/0/77a9c8d40777105d12fa26aba16aaca0179d520f40aa45e05feb43840e18e3/th.jpg?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.dwELbaZDUEl_Jt0lavz0OwAAAA%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x355/a/c/ab890580e4bd86ee362f4c9ef112b24b0516fecee884cfd4e1a25bfa8cc5dd/th.jpg?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.4rsGdeZxTjsffK_JZ918BAHaFj%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/250x250/4/c/ddc82cf574e84ecddb1de48cd6a9e514254f99856332d7de4b3627b5fe90fd/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.0CgbtG0WS8yY2fttf-L44wAAAA%26pid%3DApi&q=0&b=1&p=0&a=0']",51.0510007,-114.0776299
 National on 17th,"550 17 Ave SW, Calgary, AB T2S 0B1",(403) 229-0226,https://www.opentable.ca/r/national-on-17th-calgary?corrid=c308e5e0-5ec9-49f5-8b59-3d1e34649c06&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,3.9,0.5,Great Patio and Music. Large Tables and lots of sun!,"Canadian,Downtown","['https://s1.qwant.com/thumbr/474x355/2/9/bf6a0f07b26bd13abe648d430e35f0ccb30a547109273ec4a6f9d703fe3a7b/th.jpg?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.wvcOgf2Bba-uZHJbOtj6TwHaFj%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x355/0/a/9eb184980357527417027a437b8d17d83395069a8908cdcb9d28b029e2aec8/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.VNivEcKp0WewrbDEo_FvjwHaFj%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x314/7/9/82a7d4d08121ff918b28a33d2bc2f40bea5cda892522c25d649624d4245b2c/th.jpg?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.aXt3kL_j5wP8afpxUOcpiwHaE6%26pid%3DApi&q=0&b=1&p=0&a=0']",51.0379965,-114.073926
 Vin Room Mission,"2310 4 St SW, Calgary, AB T2S 1X2",(403) 457-5522,https://www.opentable.ca/vin-room-mission?corrid=0bf203df-b92d-4b12-ae50-b85edcc3f035&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,4.1,0.5,"Such a wonderful outing, our server was delightful and thoughtful. You canât go wrong going to Vin Room, and if it is for a special occasion, theyâll be sure to make you feel like a VIP. ð","Tapas,Small,Plates,Calgary","['https://s1.qwant.com/thumbr/208x208/9/4/54291df79aec30eaf01181511340f2ea6f6a069c3b1453553a2985ebfeb685/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.aVtrCLARw56E3yHnlnAJBgAAAA%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x474/3/1/472ca6457401b7464f02c38dc53f25794d15a06421a8efe4ec7bcf970886dc/th.jpg?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.7lZMy7lDYZ0i1fSWlLMPywHaHa%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x355/3/d/d9dd54f569ae760e6e9d948a1337886094461553810ab568ffc28f447e0d7f/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.hTpZIWCCDPu3N_ZR4X-edQHaFj%26pid%3DApi&q=0&b=1&p=0&a=0']",51.03192995,-114.0712029
 1886 Buffalo Cafe,"255 Barclay Parade SW, Calgary, AB T2P 5C2",(403) 452-0153,https://www.opentable.ca/r/1886-buffalo-cafe-calgary?corrid=0bf203df-b92d-4b12-ae50-b85edcc3f035&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,4.1,0.5,Enjoyed brunch.  Potatoes are a little salty but everything else was very good!!,"Comfort,Food,Calgary","['https://s1.qwant.com/thumbr/474x317/a/d/fd2f419b313644e546b1c0c38f310f80a4e0782fcc22357728651ec5b21912/th.jpg?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.fK6rOite7BHJPXypAEy3XQHaE9%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x316/1/b/129bad0117582be80fde8c1e10f6fef31c0f542b17dfbf3237672a8ff1256a/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.LzqU_god9dnzau6fS_KQHwHaE8%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x355/c/6/0bec6562a1ffff2c93cad3d48d006f7ebd78ec3412a5524449353304552ae2/th.jpg?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.8CGDkpJYjcQe4LL6UmzhQQHaFj%26pid%3DApi&q=0&b=1&p=0&a=0']",51.0519854,-114.0704332
 Whiskey Rose Saloon,"1012 17 Ave SW, Calgary, AB T2T 0A5",(403) 474-7673,https://www.opentable.ca/r/whiskey-rose-saloon-calgary?corrid=0bf203df-b92d-4b12-ae50-b85edcc3f035&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,1.5,0.5,"High energy level place with great people , polite and respectful 
Thanks to the management team","American,Beltline","['https://s2.qwant.com/thumbr/474x535/c/0/123d762dfaf3ed6622dc52be51d56ff8426cf24ca750854bde9304ddd39175/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.FacHX_a6DMdlYmKiTvXnmgHaIX%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x242/1/f/55c0617d2af792080bcdc23c5601a70dc493656e7bc9dd2d629aa1824e754d/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.hpQy-Uk7IGxa8bfAN9zGugHaDy%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x304/d/e/82b82817f09b9cc67ac9f696f8f25ba06242330c0376c04955ed725fbd755b/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.7bh_Dw06nDLQLWXkYNWISwHaEw%26pid%3DApi&q=0&b=1&p=0&a=0']",51.03802645,-114.0849697
 MODERN OCEAN - Kensington,"107 10A St NW, Calgary, AB T2N 4T3",(403) 670-6873,https://www.opentable.ca/r/modern-ocean-kensington-calgary?corrid=0bf203df-b92d-4b12-ae50-b85edcc3f035&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,4,0.5,"We were very well taken care of by Ryan. Food was fresh and delicious and the wine selected to pair was perfection. Thank you Ryan and John for a great night out, we canât wait to come back!","Seafood,Kensington","['https://s1.qwant.com/thumbr/474x474/0/4/a6d94ad2ee59c51791026837951ffae72d7af302944807423d967fbbe807d6/th.jpg?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.F6nTX-LZYN5E2-A7KRG7TAHaHa%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x471/e/0/b30f16cc427e147f087cdcdad6ff86b0e6dd07a3935cdf12059d5daf1e414d/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.DxS4VvQ8vqEeh6oODi57oQHaHX%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x474/c/3/2967cf6ae217d958b14536b109f4a555d36a780c242a7b4d33306c73757f80/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.Gw8z7MmvNG6rWKqigiqVLQHaHa%26pid%3DApi&q=0&b=1&p=0&a=0']",51.0522746,-114.0874353
 Honey Bar,"1324 17 Ave SW, Calgary, AB T2T 0C3",(587) 560-2008,https://www.opentable.ca/r/honey-bar-calgary?corrid=0bf203df-b92d-4b12-ae50-b85edcc3f035&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,1,0.5,"Great place. Sat outside was quiet. 
Server was great. Went for my birthday. Was lovely and would go back","Bar,Lounge,Bottle,Service,Beltline","['https://s2.qwant.com/thumbr/474x315/4/7/62f472f64e29e543fa35f7f22646d81e1d14b024250e6b5ac88955873b90ec/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.1foA_qP7bXl-lymKeHqRVAHaE7%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x316/5/b/79023a3a81897a12630bb3e46d3d33331c39f24d697305061e5a4809de560a/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.BkbNrqdXBnKcLZh_N8c1SQHaE8%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x474/5/f/9139737a08d1d8e58d4ab05d823a1c34df85b4fdc880aac8f818aa14db6221/th.jpg?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.V0A_o8rYE6F_fg7Jaj6yNgHaHa%26pid%3DApi&q=0&b=1&p=0&a=0']",51.0381218,-114.0928997
 Alforno,"222 7 St SW, Calgary, AB T2P 0E4",(403) 454-0308,https://www.opentable.ca/r/alforno-calgary?corrid=0bf203df-b92d-4b12-ae50-b85edcc3f035&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,4,0.5,"Great pasta, salad combos generous to share for 2 with room for a 2 bite tart!!","Contemporary,Canadian,Downtown","['https://s2.qwant.com/thumbr/474x474/5/9/8b1babb0864a0a9b93a6700d1c0138dedd13289491e704ce800e56d566346f/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.L07Ojey5lH_fdk03Qdw-8wHaHa%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x316/c/6/87b5883b78677a98e361d0b0ec5677ebd8b338e08ad5985fc0860f30f309bf/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.YKZ9pP0lTr2sznzlZkCCDwHaE8%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x316/0/5/35924547e0048edc9eb92de1dd26843cdff523178cbccddfb245f73562c9e0/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.UFoAWxTiDADbt-oxoQmqogHaE8%26pid%3DApi&q=0&b=1&p=0&a=0']",51.0512021,-114.0784493
 The Potion Room,"1211 9 Ave SE, Calgary, AB T2G 0S9",(403) 999-8386,https://www.opentable.ca/r/the-potion-room-calgary?corrid=0bf203df-b92d-4b12-ae50-b85edcc3f035&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,2.5,0.5,"I cannot believe they have that many margarita Flavors. You cant decide which one to try 
They all sounded so yummy and at $6 for a 1.5 ounce drink itâs a STEAL. I ended up trying 3-4 of them. Not a typical Wednesday night for me thatâs for sure lol 
My favorite was the strawberry rhubarb","Fusion,Eclectic,Inglewood","['https://s1.qwant.com/thumbr/474x245/3/9/ab791dda56875f16cac0c1de1dd7b0acc9e42ff5aad509c1b3b2a22909b48b/th.jpg?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.oD_UZZfgVjlKQOdcLuSbUwEsCb%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/300x300/f/8/b4fde6f43dcc2e66065e31f51c611bcd0750f204ad5acd02fdee7ff2bf2e29/th.jpg?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.uiJAOHueApea81Sso9gPPgAAAA%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x334/a/b/b89304499e86bc9f0a48aa812a73819fb810a5149ba552594ee7522f6c4341/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.e3uqIBuL86js8du8XlMR8AEsDT%26pid%3DApi&q=0&b=1&p=0&a=0']",51.0428482,-114.0394711
 OXBOW,"1126 Memorial Dr NW, Calgary, AB T2N 3E3",(403) 670-7387,https://www.opentable.ca/r/oxbow-calgary?corrid=0bf203df-b92d-4b12-ae50-b85edcc3f035&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,4.9,0.5,The pork chop and accompaniments were excellent. Great service for us and our little dog on the patio. The free champagne for our sons' birthday was a nice touch.,"Canadian,Kensington","['https://s1.qwant.com/thumbr/474x316/8/e/a1afd67a186275202d10e26c2e12729629468245a787b601df4a10ad6bd5af/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.teDxTfG5wd-5bfE_w-1uBAHaE8%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x314/0/d/f22fe9c32089810182ff2585d7347828db30d6b77e9780da6785663e3094fc/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.39YPkp2wvvNZ1vws7hAvfQHaE6%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x316/f/7/54bc2d0a0afe7e2fc7af9d4e1509b01910e297508f58f5f3ac6a383da413c0/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.rAYP2eIGPyz3cSJrQb8SsAHaE8%26pid%3DApi&q=0&b=1&p=0&a=0']",51.0519494,-114.0859672
 The Keg Steakhouse + Bar - Macleod Trail,"7104 Macleod Trail, Calgary, AB T2H 0L3",(403) 253-2534,https://www.opentable.ca/the-keg-steakhouse-and-bar-macleod-trail?corrid=0bf203df-b92d-4b12-ae50-b85edcc3f035&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,4.1,0.75,Love the keg. Havenât had a bad experience. Our waitress was awesome from giving us suggestions to making sure everything came out right.,"Steakhouse,Calgary","['https://s2.qwant.com/thumbr/474x474/d/c/95a3b237c29305bb82daf68429c6d856ddd570896cb8d2dd51cd9aa5541071/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.NUwEPVkYtdZDW3SosKWd5wHaHa%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x474/e/e/6754f258ab412194bd216b531aa4d4af385a4a18fef1277db0831f5b2126f0/th.jpg?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.mQ9_5OFl3mN-mrXHTJ9eTgHaHa%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x355/e/6/8d689051e7c6811d4dcf9549ef121044e7cdfc8c2ff9725168faeb002b6cab/th.jpg?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.MGsvnN3xqTIDOKWPXyKeBAHaFj%26pid%3DApi&q=0&b=1&p=0&a=0']",50.9394901,-114.0692595
 Surfy Surfy - Chinook Centre,"6455 Macleod Trail SW, Calgary, AB T2H 0K8",,https://www.opentable.ca/r/surfy-surfy-chinook-centre-calgary?corrid=0bf203df-b92d-4b12-ae50-b85edcc3f035&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,4.5,0.5,Great place for the book club to gather. Tacos were delish!,"Californian,Calgary","['', '', '']",50.9974983,-114.0736864
 Moti Mahal Restaurant - 17th Ave,"1805 14 St SW, Calgary, AB T2T 3T1",(403) 228-9990,https://www.opentable.ca/moti-mahal-restaurant-17th-ave?corrid=0bf203df-b92d-4b12-ae50-b85edcc3f035&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,4,0.5,Alway a great dinner out. We really enjoyed the vegetable pakora and lamb masala.,"Indian,Calgary","['https://s1.qwant.com/thumbr/474x474/0/2/57dcc36169b56d63807d192e1afd8bed71586c2998e4de660aebf7a7163b1f/th.jpg?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.FZ7n9aA7rXcJog_XujMvWQHaHa%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x474/2/c/dfb210531991608f38a7cf16fd344f78c0f20cf80ac7b3cd591bc57292e948/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.BJbpK-Tb0n0k13OxH2ssZQHaHa%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x474/1/f/395d86027271f1a03cd96d0029828266f48f663bd0f651f884f0ee89dab63d/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.eTnkLAqD-5VTRx1Wmp2coAHaHa%26pid%3DApi&q=0&b=1&p=0&a=0']",50.9968299,-114.0955046
 Inner City Brewing â Taproom & Kitchen,"820 11 Ave SW, Calgary, AB T2R 0E5",(587) 880-8600,https://www.opentable.ca/r/inner-city-brewing-taproom-kitchen-calgary?corrid=0bf203df-b92d-4b12-ae50-b85edcc3f035&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,4.6,0.5,Thank you Doug! Youâre always so awesome and accommodating! :) I canât wait to come back for that cider :)!!!,"Brewery,Calgary","['https://s1.qwant.com/thumbr/474x312/a/1/09cf5739df0be552084c03a78fce7e0f0ef03bd195ad5ece724457c1047a3b/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.OmMqBKdn5m2rhVeCMsseKAHaE4%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/300x300/4/8/460f42fc5711dd92f08d677cbd7a954c154256f8b4b384c39d0ba3ddfb1bf7/th.jpg?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.AteLMh4hOlxJQD_Iaw0h6wAAAA%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x316/b/5/036df0e3e3c563f6f5ac3e74e1697d1884ce43377d76340056f2c4c2c8d028/th.jpg?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.1ATSp2ifRm_mCSexHITjgwHaE8%26pid%3DApi&q=0&b=1&p=0&a=0']",51.0429949,-114.0849996
 La Brezza Ristorante,"990 1 Ave NE, Calgary, AB T2E 8J3",(403) 262-6230,https://www.opentable.ca/la-brezza-ristorante?corrid=0bf203df-b92d-4b12-ae50-b85edcc3f035&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,4,0.5,"Fantastic server, very personable and accommodating. Pasta a bit pricey but tasty","Italian,Downtown","['https://s2.qwant.com/thumbr/474x355/f/a/d3f770f028996c9d88068ea0baff5163c42bfdda1b85ee8b929d08ac73d4c1/th.jpg?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.YMql9Q6ZLImtHG_7_LuwqAHaFj%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x314/2/d/de2e39b97772a6b7d1aba592ee9c10d7c89add67102839dbb5c097cce6cb06/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.S7IqzBRJRn6xAAofWfBvfgHaE6%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x355/9/b/ed22750b319bf271173ced7949e526253d494784b39703fdd33b6553d442f1/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.KNX3XJGS_ymnHZv-O592qgHaFj%26pid%3DApi&q=0&b=1&p=0&a=0']",51.0533965,-114.0406466
 SS106 Aperitivo Bar,"824D Edmonton Trail, Calgary, AB T2E 3J6",(403) 219-0949,https://www.opentable.ca/r/ss106-aperitivo-bar-calgary?corrid=0bf203df-b92d-4b12-ae50-b85edcc3f035&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,4.5,0.5,"Quiet Monday dinner. Excellent pasta. Tasty gnocchi. Delicious traditional tiramisu. 

Our server was very pleasant and managed to serve the whole restaurant on her own.","Italian,Calgary","['https://s2.qwant.com/thumbr/474x263/5/1/124fdd2e0c63f4614830ee2f4e5bdbb9e258936736ced973be5b9720bb1093/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.2tTXgX6phDA64fTKgUyB_gHaEH%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/450x450/a/3/f817096bfcf7720cd96337aa4949642b988656a994ebde6a7b5eb47019b4f5/th.jpg?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.jyn_k0w74g6_6lyisYrDuAAAAA%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/360x450/3/e/da7d2458b54fe11490d2dfe9cd123c7a8439aa26a82fe85fa8cfb2c5933eed/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.lgtZhaUZVVJ8qyKNBl54GQAAAA%26pid%3DApi&q=0&b=1&p=0&a=0']",53.45795115,-113.4940659
